x, y
0.0028735632183908046, 0.11673469387755102
0.011015325670498084, 0.11591836734693878
0.020114942528735632, 0.11918367346938775
0.03160919540229885, 0.12653061224489798
0.042624521072796934, 0.13551020408163267
0.05316091954022988, 0.14775510204081632
0.06034482758620689, 0.163265306122449
0.06752873563218391, 0.18204081632653063
0.07950191570881225, 0.19510204081632654
0.09195402298850575, 0.2
0.09865900383141762, 0.18285714285714286
0.10488505747126436, 0.16
0.11159003831417624, 0.13306122448979593
0.11590038314176244, 0.0979591836734694
0.1293103448275862, 0.07183673469387755
0.15517241379310345, 0.04816326530612245
0.1896551724137931, 0.031020408163265307
0.22413793103448273, 0.02448979591836735
0.2509578544061303, 0.026122448979591838
0.2710727969348659, 0.03918367346938775
0.2844827586206896, 0.05877551020408164
0.29454022988505746, 0.07510204081632653
0.30028735632183906, 0.10285714285714286
0.30268199233716475, 0.1306122448979592
0.3089080459770115, 0.156734693877551
0.318007662835249, 0.1893877551020408
0.3290229885057471, 0.2179591836734694
0.33955938697318006, 0.24000000000000002
0.34913793103448276, 0.2595918367346939
0.3582375478927203, 0.27510204081632655
0.3697318007662835, 0.27918367346938777
0.3807471264367816, 0.2595918367346939
0.389367816091954, 0.23591836734693877
0.3936781609195402, 0.20816326530612245
0.3989463601532567, 0.19102040816326532
0.4046934865900383, 0.16816326530612247
0.4152298850574712, 0.16
0.42959770114942525, 0.15183673469387757
0.4454022988505747, 0.1510204081632653
0.460727969348659, 0.1510204081632653
0.4789272030651341, 0.15020408163265306
0.4918582375478927, 0.14612244897959184
0.5033524904214559, 0.13306122448979593
0.5148467432950191, 0.11755102040816327
0.5330459770114943, 0.1126530612244898
0.5498084291187739, 0.11346938775510204
0.5689655172413792, 0.11591836734693878
0.5914750957854406, 0.1126530612244898
0.6144636015325671, 0.11183673469387756
0.6345785440613027, 0.1142857142857143
0.6537356321839081, 0.11510204081632654
0.6676245210727969, 0.11591836734693878
0.6791187739463601, 0.12571428571428572
0.6925287356321839, 0.13959183673469389
0.7054597701149425, 0.15591836734693879
0.71455938697318, 0.1689795918367347
0.7332375478927202, 0.17795918367346938
0.7519157088122606, 0.18285714285714286
0.7638888888888888, 0.18285714285714286
0.7763409961685823, 0.1763265306122449
0.7878352490421455, 0.16571428571428573
0.7993295019157087, 0.15755102040816327
0.8127394636015325, 0.15346938775510205
0.8242337164750957, 0.15346938775510205
0.8386015325670497, 0.1526530612244898
0.8510536398467432, 0.16081632653061226
0.8601532567049808, 0.17877551020408164
0.8721264367816092, 0.19510204081632654
0.89272030651341, 0.1959183673469388
0.9128352490421455, 0.18775510204081633
0.932471264367816, 0.18122448979591838
0.950191570881226, 0.17224489795918368
0.9640804597701149, 0.1526530612244898
0.9774904214559387, 0.13142857142857142
0.9865900383141762, 0.12897959183673469
0.9942528735632183, 0.1379591836734694
1, 0.14612244897959184
